country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Latvia,2007,female,15-24 years,6,166758,3.6,Latvia2007,,"30,901,399,261",14758,Millenials
Latvia,2007,female,5-14 years,2,99706,2.01,Latvia2007,,"30,901,399,261",14758,Generation Z
Latvia,2007,male,5-14 years,1,104290,0.96,Latvia2007,,"30,901,399,261",14758,Generation Z
Latvia,2008,male,75+ years,34,42462,80.07,Latvia2008,,"35,596,016,664",17217,Silent
Latvia,2008,male,55-74 years,118,187587,62.9,Latvia2008,,"35,596,016,664",17217,Silent
Latvia,2008,male,35-54 years,161,292840,54.98,Latvia2008,,"35,596,016,664",17217,Boomers
Latvia,2008,male,25-34 years,74,151948,48.7,Latvia2008,,"35,596,016,664",17217,Generation X
Latvia,2008,male,15-24 years,39,168486,23.15,Latvia2008,,"35,596,016,664",17217,Millenials
Latvia,2008,female,75+ years,27,117905,22.9,Latvia2008,,"35,596,016,664",17217,Silent
Latvia,2008,female,55-74 years,32,282972,11.31,Latvia2008,,"35,596,016,664",17217,Silent
Latvia,2008,female,35-54 years,25,318667,7.85,Latvia2008,,"35,596,016,664",17217,Boomers
Latvia,2008,female,25-34 years,8,147186,5.44,Latvia2008,,"35,596,016,664",17217,Generation X
Latvia,2008,female,15-24 years,7,161440,4.34,Latvia2008,,"35,596,016,664",17217,Millenials
Latvia,2008,female,5-14 years,1,95665,1.05,Latvia2008,,"35,596,016,664",17217,Generation Z
Latvia,2008,male,5-14 years,1,100371,1.0,Latvia2008,,"35,596,016,664",17217,Generation Z
Latvia,2009,male,75+ years,30,42997,69.77,Latvia2009,,"26,169,854,045",12890,Silent
Latvia,2009,male,55-74 years,114,187062,60.94,Latvia2009,,"26,169,854,045",12890,Silent
Latvia,2009,male,35-54 years,167,288988,57.79,Latvia2009,,"26,169,854,045",12890,Boomers
Latvia,2009,male,25-34 years,67,149365,44.86,Latvia2009,,"26,169,854,045",12890,Generation X
Latvia,2009,male,15-24 years,38,158564,23.97,Latvia2009,,"26,169,854,045",12890,Millenials
Latvia,2009,female,75+ years,26,119092,21.83,Latvia2009,,"26,169,854,045",12890,Silent
Latvia,2009,female,55-74 years,30,281813,10.65,Latvia2009,,"26,169,854,045",12890,Silent
Latvia,2009,female,35-54 years,33,313995,10.51,Latvia2009,,"26,169,854,045",12890,Boomers
Latvia,2009,female,25-34 years,8,145144,5.51,Latvia2009,,"26,169,854,045",12890,Generation X
Latvia,2009,female,15-24 years,3,152210,1.97,Latvia2009,,"26,169,854,045",12890,Millenials
Latvia,2009,female,5-14 years,0,93081,0.0,Latvia2009,,"26,169,854,045",12890,Generation Z
Latvia,2009,male,5-14 years,0,98005,0.0,Latvia2009,,"26,169,854,045",12890,Generation Z
Latvia,2010,male,75+ years,25,43667,57.25,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Silent
Latvia,2010,male,55-74 years,105,187076,56.13,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Silent
Latvia,2010,male,35-54 years,153,283732,53.92,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Generation X
Latvia,2010,male,25-34 years,59,145331,40.6,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Generation X
Latvia,2010,male,15-24 years,34,147429,23.06,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Millenials
Latvia,2010,female,55-74 years,29,281172,10.31,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Silent
Latvia,2010,female,75+ years,10,120367,8.31,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Silent
Latvia,2010,female,35-54 years,17,308180,5.52,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Generation X
Latvia,2010,female,15-24 years,4,141468,2.83,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Millenials
Latvia,2010,female,25-34 years,2,141714,1.41,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Generation X
Latvia,2010,female,5-14 years,0,91477,0.0,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Generation Z
Latvia,2010,male,5-14 years,0,96293,0.0,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Generation Z
Latvia,2011,male,75+ years,35,44766,78.18,Latvia2011,0.812,"28,223,552,825",14447,Silent
Latvia,2011,male,55-74 years,99,187046,52.93,Latvia2011,0.812,"28,223,552,825",14447,Boomers
Latvia,2011,male,35-54 years,137,278936,49.12,Latvia2011,0.812,"28,223,552,825",14447,Generation X
Latvia,2011,male,25-34 years,56,142828,39.21,Latvia2011,0.812,"28,223,552,825",14447,Millenials
Latvia,2011,male,15-24 years,38,137623,27.61,Latvia2011,0.812,"28,223,552,825",14447,Millenials
Latvia,2011,female,75+ years,22,122500,17.96,Latvia2011,0.812,"28,223,552,825",14447,Silent
Latvia,2011,female,55-74 years,21,279774,7.51,Latvia2011,0.812,"28,223,552,825",14447,Boomers
Latvia,2011,female,25-34 years,9,139013,6.47,Latvia2011,0.812,"28,223,552,825",14447,Millenials
Latvia,2011,female,35-54 years,18,302492,5.95,Latvia2011,0.812,"28,223,552,825",14447,Generation X
Latvia,2011,female,15-24 years,5,131378,3.81,Latvia2011,0.812,"28,223,552,825",14447,Millenials
Latvia,2011,female,5-14 years,0,91316,0.0,Latvia2011,0.812,"28,223,552,825",14447,Generation Z
Latvia,2011,male,5-14 years,0,95939,0.0,Latvia2011,0.812,"28,223,552,825",14447,Generation Z
Latvia,2012,male,35-54 years,164,275218,59.59,Latvia2012,0.813,"28,119,996,053",14558,Generation X
Latvia,2012,male,75+ years,25,46273,54.03,Latvia2012,0.813,"28,119,996,053",14558,Silent
Latvia,2012,male,55-74 years,97,187386,51.76,Latvia2012,0.813,"28,119,996,053",14558,Boomers
Latvia,2012,male,25-34 years,50,142886,34.99,Latvia2012,0.813,"28,119,996,053",14558,Millenials
Latvia,2012,male,15-24 years,34,129182,26.32,Latvia2012,0.813,"28,119,996,053",14558,Millenials
Latvia,2012,female,75+ years,22,125246,17.57,Latvia2012,0.813,"28,119,996,053",14558,Silent
Latvia,2012,female,35-54 years,22,297148,7.4,Latvia2012,0.813,"28,119,996,053",14558,Generation X
Latvia,2012,female,55-74 years,18,278027,6.47,Latvia2012,0.813,"28,119,996,053",14558,Boomers
Latvia,2012,female,15-24 years,6,122407,4.9,Latvia2012,0.813,"28,119,996,053",14558,Millenials
Latvia,2012,female,25-34 years,5,138307,3.62,Latvia2012,0.813,"28,119,996,053",14558,Millenials
Latvia,2012,male,5-14 years,1,97001,1.03,Latvia2012,0.813,"28,119,996,053",14558,Generation Z
Latvia,2012,female,5-14 years,0,92440,0.0,Latvia2012,0.813,"28,119,996,053",14558,Generation Z
Latvia,2013,male,75+ years,31,48030,64.54,Latvia2013,0.816,"30,254,677,297",15820,Silent
Latvia,2013,male,55-74 years,92,188374,48.84,Latvia2013,0.816,"30,254,677,297",15820,Boomers
Latvia,2013,male,35-54 years,128,270844,47.26,Latvia2013,0.816,"30,254,677,297",15820,Generation X
Latvia,2013,male,25-34 years,53,143497,36.93,Latvia2013,0.816,"30,254,677,297",15820,Millenials
Latvia,2013,male,15-24 years,17,120698,14.08,Latvia2013,0.816,"30,254,677,297",15820,Millenials
Latvia,2013,female,75+ years,11,128209,8.58,Latvia2013,0.816,"30,254,677,297",15820,Silent
Latvia,2013,female,55-74 years,23,276381,8.32,Latvia2013,0.816,"30,254,677,297",15820,Boomers
Latvia,2013,female,35-54 years,19,291387,6.52,Latvia2013,0.816,"30,254,677,297",15820,Generation X
Latvia,2013,female,25-34 years,6,137922,4.35,Latvia2013,0.816,"30,254,677,297",15820,Millenials
Latvia,2013,female,15-24 years,2,113955,1.76,Latvia2013,0.816,"30,254,677,297",15820,Millenials
Latvia,2013,male,5-14 years,1,98867,1.01,Latvia2013,0.816,"30,254,677,297",15820,Generation Z
Latvia,2013,female,5-14 years,0,94300,0.0,Latvia2013,0.816,"30,254,677,297",15820,Generation Z
Latvia,2014,male,75+ years,29,49779,58.26,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Silent
Latvia,2014,male,55-74 years,93,189439,49.09,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Boomers
Latvia,2014,male,35-54 years,113,266548,42.39,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Generation X
Latvia,2014,male,25-34 years,45,143777,31.3,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Millenials
Latvia,2014,male,15-24 years,31,112758,27.49,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Millenials
Latvia,2014,female,75+ years,19,131335,14.47,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Silent
Latvia,2014,female,25-34 years,10,137117,7.29,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Millenials
Latvia,2014,female,55-74 years,20,275103,7.27,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Boomers
Latvia,2014,female,15-24 years,6,106420,5.64,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Millenials
Latvia,2014,female,35-54 years,16,285454,5.61,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Generation X
Latvia,2014,female,5-14 years,0,95858,0.0,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Generation Z
Latvia,2014,male,5-14 years,0,100453,0.0,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Generation Z
Latvia,2015,male,75+ years,33,51293,64.34,Latvia2015,,"26,972,863,394",14382,Silent
Latvia,2015,male,55-74 years,94,190621,49.31,Latvia2015,,"26,972,863,394",14382,Boomers
Latvia,2015,male,35-54 years,106,262740,40.34,Latvia2015,,"26,972,863,394",14382,Generation X
Latvia,2015,male,25-34 years,48,143639,33.42,Latvia2015,,"26,972,863,394",14382,Millenials
Latvia,2015,male,15-24 years,24,105890,22.67,Latvia2015,,"26,972,863,394",14382,Millenials
Latvia,2015,female,75+ years,22,134138,16.4,Latvia2015,,"26,972,863,394",14382,Silent
Latvia,2015,female,55-74 years,30,274200,10.94,Latvia2015,,"26,972,863,394",14382,Boomers
Latvia,2015,female,35-54 years,24,279553,8.59,Latvia2015,,"26,972,863,394",14382,Generation X
Latvia,2015,female,15-24 years,3,100065,3.0,Latvia2015,,"26,972,863,394",14382,Millenials
Latvia,2015,female,25-34 years,2,136399,1.47,Latvia2015,,"26,972,863,394",14382,Millenials
Latvia,2015,male,5-14 years,1,100914,0.99,Latvia2015,,"26,972,863,394",14382,Generation Z
Latvia,2015,female,5-14 years,0,96070,0.0,Latvia2015,,"26,972,863,394",14382,Generation Z
Lithuania,1995,male,35-54 years,632,436306,144.85,Lithuania1995,0.701,"7,870,782,261",2324,Boomers
Lithuania,1995,male,75+ years,67,47214,141.91,Lithuania1995,0.701,"7,870,782,261",2324,G.I. Generation
Lithuania,1995,male,55-74 years,325,274196,118.53,Lithuania1995,0.701,"7,870,782,261",2324,Silent
Lithuania,1995,male,25-34 years,226,284758,79.37,Lithuania1995,0.701,"7,870,782,261",2324,Generation X
Lithuania,1995,male,15-24 years,134,263792,50.8,Lithuania1995,0.701,"7,870,782,261",2324,Generation X
Lithuania,1995,female,75+ years,37,109609,33.76,Lithuania1995,0.701,"7,870,782,261",2324,G.I. Generation
Lithuania,1995,female,55-74 years,101,408926,24.7,Lithuania1995,0.701,"7,870,782,261",2324,Silent
Lithuania,1995,female,35-54 years,113,481445,23.47,Lithuania1995,0.701,"7,870,782,261",2324,Boomers
Lithuania,1995,female,25-34 years,33,276055,11.95,Lithuania1995,0.701,"7,870,782,261",2324,Generation X
Lithuania,1995,female,15-24 years,20,256623,7.79,Lithuania1995,0.701,"7,870,782,261",2324,Generation X
Lithuania,1995,male,5-14 years,4,279260,1.43,Lithuania1995,0.701,"7,870,782,261",2324,Millenials
Lithuania,1995,female,5-14 years,2,268965,0.74,Lithuania1995,0.701,"7,870,782,261",2324,Millenials
Lithuania,1996,male,35-54 years,664,438770,151.33,Lithuania1996,,"8,385,109,020",2484,Boomers
Lithuania,1996,male,55-74 years,336,275843,121.81,Lithuania1996,,"8,385,109,020",2484,Silent
Lithuania,1996,male,75+ years,40,47319,84.53,Lithuania1996,,"8,385,109,020",2484,G.I. Generation
Lithuania,1996,male,25-34 years,196,278848,70.29,Lithuania1996,,"8,385,109,020",2484,Generation X
Lithuania,1996,male,15-24 years,147,257675,57.05,Lithuania1996,,"8,385,109,020",2484,Generation X
Lithuania,1996,female,75+ years,39,110913,35.16,Lithuania1996,,"8,385,109,020",2484,G.I. Generation
Lithuania,1996,female,55-74 years,118,410808,28.72,Lithuania1996,,"8,385,109,020",2484,Silent
Lithuania,1996,female,35-54 years,129,484132,26.65,Lithuania1996,,"8,385,109,020",2484,Boomers
Lithuania,1996,female,25-34 years,27,271013,9.96,Lithuania1996,,"8,385,109,020",2484,Generation X
Lithuania,1996,female,15-24 years,20,251718,7.95,Lithuania1996,,"8,385,109,020",2484,Generation X
Lithuania,1996,male,5-14 years,5,279323,1.79,Lithuania1996,,"8,385,109,020",2484,Millenials
Lithuania,1996,female,5-14 years,1,268801,0.37,Lithuania1996,,"8,385,109,020",2484,Millenials
Lithuania,1997,male,35-54 years,637,440546,144.59,Lithuania1997,,"10,120,274,493",3008,Boomers
Lithuania,1997,male,55-74 years,294,277983,105.76,Lithuania1997,,"10,120,274,493",3008,Silent
Lithuania,1997,male,25-34 years,231,272292,84.84,Lithuania1997,,"10,120,274,493",3008,Generation X
Lithuania,1997,male,75+ years,39,47892,81.43,Lithuania1997,,"10,120,274,493",3008,G.I. Generation
Lithuania,1997,male,15-24 years,144,252818,56.96,Lithuania1997,,"10,120,274,493",3008,Generation X
Lithuania,1997,female,75+ years,29,113485,25.55,Lithuania1997,,"10,120,274,493",3008,G.I. Generation
Lithuania,1997,female,55-74 years,94,412839,22.77,Lithuania1997,,"10,120,274,493",3008,Silent
Lithuania,1997,female,35-54 years,109,485204,22.46,Lithuania1997,,"10,120,274,493",3008,Boomers
Lithuania,1997,female,25-34 years,31,266372,11.64,Lithuania1997,,"10,120,274,493",3008,Generation X
Lithuania,1997,female,15-24 years,17,247246,6.88,Lithuania1997,,"10,120,274,493",3008,Generation X
Lithuania,1997,female,5-14 years,4,268373,1.49,Lithuania1997,,"10,120,274,493",3008,Millenials
Lithuania,1997,male,5-14 years,3,279223,1.07,Lithuania1997,,"10,120,274,493",3008,Millenials
Lithuania,1998,male,35-54 years,557,442825,125.78,Lithuania1998,,"11,240,360,898",3354,Boomers
Lithuania,1998,male,55-74 years,345,278617,123.83,Lithuania1998,,"11,240,360,898",3354,Silent
Lithuania,1998,male,75+ years,47,49012,95.89,Lithuania1998,,"11,240,360,898",3354,G.I. Generation
Lithuania,1998,male,25-34 years,222,265304,83.68,Lithuania1998,,"11,240,360,898",3354,Generation X
Lithuania,1998,male,15-24 years,112,250687,44.68,Lithuania1998,,"11,240,360,898",3354,Generation X
Lithuania,1998,female,75+ years,40,117165,34.14,Lithuania1998,,"11,240,360,898",3354,G.I. Generation
Lithuania,1998,female,35-54 years,107,486222,22.01,Lithuania1998,,"11,240,360,898",3354,Boomers
Lithuania,1998,female,55-74 years,80,412652,19.39,Lithuania1998,,"11,240,360,898",3354,Silent
Lithuania,1998,female,15-24 years,22,244923,8.98,Lithuania1998,,"11,240,360,898",3354,Generation X
Lithuania,1998,female,25-34 years,18,261722,6.88,Lithuania1998,,"11,240,360,898",3354,Generation X
Lithuania,1998,male,5-14 years,2,276408,0.72,Lithuania1998,,"11,240,360,898",3354,Millenials
Lithuania,1998,female,5-14 years,1,265436,0.38,Lithuania1998,,"11,240,360,898",3354,Millenials
Lithuania,1999,male,35-54 years,592,446764,132.51,Lithuania1999,,"10,972,878,636",3292,Boomers
Lithuania,1999,male,55-74 years,284,277228,102.44,Lithuania1999,,"10,972,878,636",3292,Silent
Lithuania,1999,male,75+ years,48,50173,95.67,Lithuania1999,,"10,972,878,636",3292,G.I. Generation
Lithuania,1999,male,25-34 years,224,257244,87.08,Lithuania1999,,"10,972,878,636",3292,Generation X
Lithuania,1999,male,15-24 years,129,251394,51.31,Lithuania1999,,"10,972,878,636",3292,Generation X
Lithuania,1999,female,75+ years,37,121573,30.43,Lithuania1999,,"10,972,878,636",3292,G.I. Generation
Lithuania,1999,female,55-74 years,84,409039,20.54,Lithuania1999,,"10,972,878,636",3292,Silent
Lithuania,1999,female,35-54 years,97,489403,19.82,Lithuania1999,,"10,972,878,636",3292,Boomers
Lithuania,1999,female,15-24 years,24,244706,9.81,Lithuania1999,,"10,972,878,636",3292,Generation X
Lithuania,1999,female,25-34 years,22,256587,8.57,Lithuania1999,,"10,972,878,636",3292,Generation X
Lithuania,1999,male,5-14 years,8,270111,2.96,Lithuania1999,,"10,972,878,636",3292,Millenials
Lithuania,1999,female,5-14 years,1,259230,0.39,Lithuania1999,,"10,972,878,636",3292,Millenials
Lithuania,2000,male,35-54 years,595,451103,131.9,Lithuania2000,0.754,"11,539,211,480",3481,Boomers
Lithuania,2000,male,55-74 years,324,276055,117.37,Lithuania2000,0.754,"11,539,211,480",3481,Silent
Lithuania,2000,male,25-34 years,221,249865,88.45,Lithuania2000,0.754,"11,539,211,480",3481,Generation X
Lithuania,2000,male,75+ years,40,50557,79.12,Lithuania2000,0.754,"11,539,211,480",3481,G.I. Generation
Lithuania,2000,male,15-24 years,131,252489,51.88,Lithuania2000,0.754,"11,539,211,480",3481,Generation X
Lithuania,2000,female,75+ years,36,124608,28.89,Lithuania2000,0.754,"11,539,211,480",3481,G.I. Generation
Lithuania,2000,female,55-74 years,101,405061,24.93,Lithuania2000,0.754,"11,539,211,480",3481,Silent
Lithuania,2000,female,35-54 years,121,493992,24.49,Lithuania2000,0.754,"11,539,211,480",3481,Boomers
Lithuania,2000,female,25-34 years,31,252324,12.29,Lithuania2000,0.754,"11,539,211,480",3481,Generation X
Lithuania,2000,female,15-24 years,25,245035,10.2,Lithuania2000,0.754,"11,539,211,480",3481,Generation X
Lithuania,2000,male,5-14 years,6,262637,2.28,Lithuania2000,0.754,"11,539,211,480",3481,Millenials
Lithuania,2000,female,5-14 years,0,251399,0.0,Lithuania2000,0.754,"11,539,211,480",3481,Millenials
Lithuania,2001,male,35-54 years,559,453841,123.17,Lithuania2001,,"12,252,498,921",3719,Boomers
Lithuania,2001,male,55-74 years,322,276422,116.49,Lithuania2001,,"12,252,498,921",3719,Silent
Lithuania,2001,male,75+ years,57,51713,110.22,Lithuania2001,,"12,252,498,921",3719,Silent
Lithuania,2001,male,25-34 years,190,243174,78.13,Lithuania2001,,"12,252,498,921",3719,Generation X
Lithuania,2001,male,15-24 years,119,253439,46.95,Lithuania2001,,"12,252,498,921",3719,Millenials
Lithuania,2001,female,75+ years,40,128791,31.06,Lithuania2001,,"12,252,498,921",3719,Silent
Lithuania,2001,female,35-54 years,113,496684,22.75,Lithuania2001,,"12,252,498,921",3719,Boomers
Lithuania,2001,female,55-74 years,87,402028,21.64,Lithuania2001,,"12,252,498,921",3719,Silent
Lithuania,2001,female,25-34 years,19,247712,7.67,Lithuania2001,,"12,252,498,921",3719,Generation X
Lithuania,2001,female,15-24 years,18,245848,7.32,Lithuania2001,,"12,252,498,921",3719,Millenials
Lithuania,2001,male,5-14 years,8,252622,3.17,Lithuania2001,,"12,252,498,921",3719,Millenials
Lithuania,2001,female,5-14 years,1,241864,0.41,Lithuania2001,,"12,252,498,921",3719,Millenials
Lithuania,2002,male,35-54 years,613,456468,134.29,Lithuania2002,,"14,278,357,284",4360,Boomers
Lithuania,2002,male,55-74 years,285,275961,103.28,Lithuania2002,,"14,278,357,284",4360,Silent
Lithuania,2002,male,75+ years,47,54325,86.52,Lithuania2002,,"14,278,357,284",4360,Silent
Lithuania,2002,male,25-34 years,204,237814,85.78,Lithuania2002,,"14,278,357,284",4360,Generation X
Lithuania,2002,male,15-24 years,156,255044,61.17,Lithuania2002,,"14,278,357,284",4360,Millenials
Lithuania,2002,female,75+ years,39,135785,28.72,Lithuania2002,,"14,278,357,284",4360,Silent
Lithuania,2002,female,55-74 years,85,399066,21.3,Lithuania2002,,"14,278,357,284",4360,Silent
Lithuania,2002,female,35-54 years,74,498421,14.85,Lithuania2002,,"14,278,357,284",4360,Boomers
Lithuania,2002,female,25-34 years,28,242244,11.56,Lithuania2002,,"14,278,357,284",4360,Generation X
Lithuania,2002,female,15-24 years,15,247514,6.06,Lithuania2002,,"14,278,357,284",4360,Millenials
Lithuania,2002,male,5-14 years,4,240849,1.66,Lithuania2002,,"14,278,357,284",4360,Millenials
Lithuania,2002,female,5-14 years,1,230997,0.43,Lithuania2002,,"14,278,357,284",4360,Millenials
Lithuania,2003,male,35-54 years,529,458658,115.34,Lithuania2003,,"18,802,576,988",5778,Boomers
Lithuania,2003,male,55-74 years,288,274066,105.08,Lithuania2003,,"18,802,576,988",5778,Silent
Lithuania,2003,male,75+ years,53,57169,92.71,Lithuania2003,,"18,802,576,988",5778,Silent
Lithuania,2003,male,25-34 years,205,233362,87.85,Lithuania2003,,"18,802,576,988",5778,Generation X
Lithuania,2003,male,15-24 years,122,255707,47.71,Lithuania2003,,"18,802,576,988",5778,Millenials
Lithuania,2003,female,75+ years,36,143383,25.11,Lithuania2003,,"18,802,576,988",5778,Silent
Lithuania,2003,female,35-54 years,111,499080,22.24,Lithuania2003,,"18,802,576,988",5778,Boomers
Lithuania,2003,female,55-74 years,72,396850,18.14,Lithuania2003,,"18,802,576,988",5778,Silent
Lithuania,2003,female,25-34 years,24,237053,10.12,Lithuania2003,,"18,802,576,988",5778,Generation X
Lithuania,2003,female,15-24 years,11,247710,4.44,Lithuania2003,,"18,802,576,988",5778,Millenials
Lithuania,2003,female,5-14 years,2,220424,0.91,Lithuania2003,,"18,802,576,988",5778,Millenials
Lithuania,2003,male,5-14 years,2,230665,0.87,Lithuania2003,,"18,802,576,988",5778,Millenials
Lithuania,2004,male,35-54 years,491,457735,107.27,Lithuania2004,,"22,649,930,576",7028,Boomers
Lithuania,2004,male,55-74 years,271,272871,99.31,Lithuania2004,,"22,649,930,576",7028,Silent
Lithuania,2004,male,25-34 years,193,227897,84.69,Lithuania2004,,"22,649,930,576",7028,Generation X
Lithuania,2004,male,75+ years,48,60017,79.98,Lithuania2004,,"22,649,930,576",7028,Silent
Lithuania,2004,male,15-24 years,115,254022,45.27,Lithuania2004,,"22,649,930,576",7028,Millenials
Lithuania,2004,female,75+ years,41,150000,27.33,Lithuania2004,,"22,649,930,576",7028,Silent
Lithuania,2004,female,35-54 years,98,496461,19.74,Lithuania2004,,"22,649,930,576",7028,Boomers
Lithuania,2004,female,55-74 years,73,395331,18.47,Lithuania2004,,"22,649,930,576",7028,Silent
Lithuania,2004,female,25-34 years,24,231241,10.38,Lithuania2004,,"22,649,930,576",7028,Generation X
Lithuania,2004,female,15-24 years,19,245226,7.75,Lithuania2004,,"22,649,930,576",7028,Millenials
Lithuania,2004,male,5-14 years,6,221380,2.71,Lithuania2004,,"22,649,930,576",7028,Millenials
Lithuania,2004,female,5-14 years,1,210788,0.47,Lithuania2004,,"22,649,930,576",7028,Millenials
Lithuania,2005,male,55-74 years,289,271641,106.39,Lithuania2005,0.8059999999999999,"26,125,575,942",8229,Silent
Lithuania,2005,male,35-54 years,469,453800,103.35,Lithuania2005,0.8059999999999999,"26,125,575,942",8229,Boomers
Lithuania,2005,male,75+ years,52,62849,82.74,Lithuania2005,0.8059999999999999,"26,125,575,942",8229,Silent
Lithuania,2005,male,25-34 years,172,221170,77.77,Lithuania2005,0.8059999999999999,"26,125,575,942",8229,Generation X
Lithuania,2005,male,15-24 years,100,249053,40.15,Lithuania2005,0.8059999999999999,"26,125,575,942",8229,Millenials
Lithuania,2005,female,75+ years,34,154994,21.94,Lithuania2005,0.8059999999999999,"26,125,575,942",8229,Silent
Lithuania,2005,female,55-74 years,86,393282,21.87,Lithuania2005,0.8059999999999999,"26,125,575,942",8229,Silent
Lithuania,2005,female,35-54 years,84,492082,17.07,Lithuania2005,0.8059999999999999,"26,125,575,942",8229,Boomers
Lithuania,2005,female,25-34 years,19,223982,8.48,Lithuania2005,0.8059999999999999,"26,125,575,942",8229,Generation X
Lithuania,2005,female,15-24 years,11,240386,4.58,Lithuania2005,0.8059999999999999,"26,125,575,942",8229,Millenials
Lithuania,2005,male,5-14 years,2,211022,0.95,Lithuania2005,0.8059999999999999,"26,125,575,942",8229,Millenials
Lithuania,2005,female,5-14 years,1,200467,0.5,Lithuania2005,0.8059999999999999,"26,125,575,942",8229,Millenials
Lithuania,2006,male,55-74 years,238,269578,88.29,Lithuania2006,,"30,216,060,233",9667,Silent
Lithuania,2006,male,35-54 years,366,450132,81.31,Lithuania2006,,"30,216,060,233",9667,Boomers
Lithuania,2006,male,75+ years,51,65428,77.95,Lithuania2006,,"30,216,060,233",9667,Silent
Lithuania,2006,male,25-34 years,96,214726,44.71,Lithuania2006,,"30,216,060,233",9667,Generation X
Lithuania,2006,male,15-24 years,97,244528,39.67,Lithuania2006,,"30,216,060,233",9667,Millenials
Lithuania,2006,female,75+ years,37,159540,23.19,Lithuania2006,,"30,216,060,233",9667,Silent
Lithuania,2006,female,55-74 years,59,390589,15.11,Lithuania2006,,"30,216,060,233",9667,Silent
Lithuania,2006,female,35-54 years,70,488597,14.33,Lithuania2006,,"30,216,060,233",9667,Boomers
Lithuania,2006,female,25-34 years,19,217069,8.75,Lithuania2006,,"30,216,060,233",9667,Generation X
Lithuania,2006,female,15-24 years,10,236885,4.22,Lithuania2006,,"30,216,060,233",9667,Millenials
Lithuania,2006,male,5-14 years,5,199438,2.51,Lithuania2006,,"30,216,060,233",9667,Millenials
Lithuania,2006,female,5-14 years,1,189257,0.53,Lithuania2006,,"30,216,060,233",9667,Millenials
Lithuania,2007,male,55-74 years,220,267333,82.29,Lithuania2007,,"39,738,180,077",12869,Silent
Lithuania,2007,male,75+ years,51,67551,75.5,Lithuania2007,,"39,738,180,077",12869,Silent
Lithuania,2007,male,35-54 years,326,447405,72.86,Lithuania2007,,"39,738,180,077",12869,Boomers
Lithuania,2007,male,25-34 years,146,210164,69.47,Lithuania2007,,"39,738,180,077",12869,Generation X
Lithuania,2007,male,15-24 years,101,243589,41.46,Lithuania2007,,"39,738,180,077",12869,Millenials
Lithuania,2007,female,75+ years,40,164150,24.37,Lithuania2007,,"39,738,180,077",12869,Silent
Lithuania,2007,female,35-54 years,60,485943,12.35,Lithuania2007,,"39,738,180,077",12869,Boomers
Lithuania,2007,female,55-74 years,46,387684,11.87,Lithuania2007,,"39,738,180,077",12869,Silent
Lithuania,2007,female,25-34 years,17,212154,8.01,Lithuania2007,,"39,738,180,077",12869,Generation X
Lithuania,2007,female,15-24 years,10,236177,4.23,Lithuania2007,,"39,738,180,077",12869,Millenials
Lithuania,2007,female,5-14 years,4,177982,2.25,Lithuania2007,,"39,738,180,077",12869,Generation Z
Lithuania,2007,male,5-14 years,4,187735,2.13,Lithuania2007,,"39,738,180,077",12869,Generation Z
Lithuania,2008,male,35-54 years,401,444829,90.15,Lithuania2008,,"47,850,551,149",15669,Boomers
Lithuania,2008,male,75+ years,56,69533,80.54,Lithuania2008,,"47,850,551,149",15669,Silent
Lithuania,2008,male,25-34 years,155,207780,74.6,Lithuania2008,,"47,850,551,149",15669,Generation X
Lithuania,2008,male,55-74 years,190,264954,71.71,Lithuania2008,,"47,850,551,149",15669,Silent
Lithuania,2008,male,15-24 years,114,242106,47.09,Lithuania2008,,"47,850,551,149",15669,Millenials
Lithuania,2008,female,75+ years,36,168662,21.34,Lithuania2008,,"47,850,551,149",15669,Silent
Lithuania,2008,female,55-74 years,60,384300,15.61,Lithuania2008,,"47,850,551,149",15669,Silent
Lithuania,2008,female,35-54 years,65,483453,13.44,Lithuania2008,,"47,850,551,149",15669,Boomers
